"author","comment","type","voteCount","replyCount","publishedTimeText","hasCreatorHeart","authorIsChannelOwner","title","pageUrl"
"@BlessedIndonesia","​ @abah2025saja Si guru bangga bhw dia sendiri yg beriman. Konsekuensi logisnya, dia tdk perlu atau boleh mengajak orang lain masuk LDII, krn akan jadi banyak yg beriman dan masuk surga. Itulah logika yg tdk logis.","reply","1","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@kusiyanto3007","KLO nggak mau campur orang mbok ya jangan pesen grab,itu namanya koplak","reply","15","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@supriyadisupriyadi5385","​ @kusiyanto3007 lucu ya, sy sering ngalamin ky gitu, bahkan 1 kos sm temen LDII ribet pokoknya","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@arigamiwida","Percuma mau protes apapun anda tidak di anggap","reply","13","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@januardiedwin408","Mreka di baiat nya gitu emang, cirinya mereka klo usaha atau apapun biasanya ada kode 354","reply","13","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@zanzimanok","Aliran sesat kok gak di hapuskan dari NKRI","reply","1","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@sherlyshabrina5350","Ajaran ldii  aqidahnya takfiri,anggap muslim diluar ldii islamnya tdk sah.
Kasihan jamaahnya  taklik buta .
Saat ini mmg ldii dlm pembinaan ajaran aslinya islam jamaah yg sudah dilaramg kejagung.. Ganti baju ldii.","reply","1","0","8 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@vigordiasmountana8641","MUI aja amburadul, fatwa2 ga jelas","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@trinuryadi6636","Bu.... Harusny klo mau psen2 sm d ksh keterangan""sy LDII. Mau nyari ojol yg LDII jg"",,, kasian, driver dah jauh2","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@TaminyoKerja","Itu cuma klamufase doang yo","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@senyamannya-s2s","MUI TIDAK MENYETUJUI FATWA2 LDII","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@calista-e1f","Di Bekasi udah bikin kerajaan nih😅😅","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@BudiSantoso-x7g","​ @calista-e1f sebentar lgi jd mayoritas","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@eripujiyanto7468","Sudah berulangkali di peringatkan oleh MUI.","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@BudiSantoso-x7g","​ @eripujiyanto7468 justru ldii yg kasih peringatan ke mui","reply","0","0","6 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@wiriadinata5376","Ormas stempel kok diandalin😂😂","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@Shanum90","Mana bs tobat, orang udh jadi kepercayaan 😂","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@safeikredit5456","Parah banget dah","reply","11","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@bjorkin3558","LDII S. 354. T 🔥🔥🔥","reply","11","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@PujiWaluyo-l5j","Gimana ya ,mereka itu apa gak waswas tentang dirinya ygsudah menyakiti mereka ,sok suci dilahirkan dari air hina aja sombong,pikirkan kaji lebih dalam,dia gak najis haram ya.","reply","8","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@dipercaya","Ya begitulah LDII saya tau betul karna saya juga lama di ldii","reply","61","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@onesmile657","​ @dipercaya apa aja peraturan aneh di LDII ?","reply","8","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@fachraffamualin","tetangga ibu saya juga ada yg spt itu, tp ini pas dimoment lebaran, dia ngasih pesan ke pemuda pemudi bilang gini ""nanti kalau halal bihalal keliling rumah saya dilewatin aja ya"" ​ @dipercaya ","reply","2","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@ariekazep7489"," @dipercaya bener gk sih klo bekas sholat non LDII akan lgs di lap ya?","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@HeriSuprianto-s9d","LDII itu merasa dirinya yang paling suci di luar LDII mereka anggap kotor, maka jangan heran kalo mereka tidak mau bermakmum sama jamaah umumnya karena mereka menganggap dirinya yang paling suci","reply","5","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@NurAini-w1e","Itulah kalau costumer sll di manja,,, suami saya taxi online jg sama gak kuat,,, sekelas mobil ngambil orderan costumer ngirim makanan ke panti ongkos cuma 11 rb thn 2020,,, udah gitu covid lg orderan susah karena ada psbb,,, aplikasi EDAN gak membela driver,,,belum lg bongkar pasang muatan,,,gilaaaaa","reply","3","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@daniswara1164","Sabar ya kak itu pasti cobaan. Allah insyaAllah akan mengganti lebih banyak di lain hari ❤","reply","2","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@ArmanPutra-h2r","Tinggalkan aja suruh beli motor sendiri pak","reply","2","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@farizalfarizi4326","Orang yg seperti itu seolah olah dia yg paling suci didunia ini udah suruh hidup didalam lain aja..........","reply","2","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@kasdimanrasha580","ajaran LDII ngeri, pernah belajar di ldii bu?","reply","1","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@farishidayahramadhan1088","LDII salah pemahaman, naudzubillaah yg penting wanita,mereka muslim / tdk TDK masalah dlm ajaran Islam,kalo najis/ tdk itu pemahaman yg sangat2 keliru & hrs diluruskan,yg dilarang Allaah itu berduaan dlm artisn luas,bisa dibonceng motor grab/ mobil grab.... Wallahu 'alam","reply","1","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@farishidayahramadhan1088","Semangat nggih Bu, barakallah mhn maaf ibu ,ibu hrs jg pilih penumpang sebenarnya,utk menjaga kemungkinan...lbh baik ibu khusus utk akhwat aja,sy jg bekerja Bu usaha londry sy kerjakan sendiri,utk Beaya sklh anak2,Krn suami meninggal 5th lalu, barakallahu fiikum, semangat","reply","1","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@dartamdiantoro975","SDH gitu aja dilindungi Ama pemerintah","reply","1","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@acanropi4625","Ajaran LDII sok suci banget sih, kasian sama driver ojol dong😭😭 orang mau nyari nafkah terganggu, ini harus ketemu antara MUI dan pihak ojol nya takut nya perusahaan ojol nya ga tau atau bisa jadi ga mau tau.","reply","1","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@Zurniati-ib6iv","Buk kenapa GK beli motor aja","reply","1","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@marsyasyanum8466","Gampang dbnrnya..suruh naik onta atau kuda atau sapi..klo jg msh pegang hp n nonton tv,naik pesawat,naik mobil, dll..tinggalnya hrsnya di hutan...wkwkwkw","reply","1","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@Parimin-e6v","Harusnya pakai kendaraan sendiri,jangan pakai kendaraan umum.
Makanpun harus nanam sendiri,uang cetak sendiri😂😂,karena uangnya sudah dipegang orang lain..😂😂😂","reply","1","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@IndahSupriyatiningsih","Sabar mb,semoga dpt rejeki nomplok,dan masa depan cerah","reply","1","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@shohibulblangkon6308","Kita hidup di zaman ketika informasi disajikan secara terbuka lewat digitalisasi perpustakaan. Romantisasi nasab hanya modal catatan tanpa uji ilmiah hanya modal berbaik-sangka, doktrin keimanan yg tdk valid berdasarkan hadits² palsu ala syiah adalah pembodohan intelektual sebagai hak asasi manusia. Saat ini hrs dikaji ulang, pada saat ini doktrin nasab digunakan u/ memerintahkan bertindak premanisme; digunakan u/ menipu atas nama berkah; dan tujuan"" duniawi, seperti : ngaji di majelis habib bayar Rp. 5K, pakiran Rp. 5K, numpang ke WC Rp. 5K, & tanggokan paling kecil Rp. 5K di bawah Rp. 5K dido'akan keburukan oleh habib, & poto bersama habib Rp. 5K; Blm lg kasus rudak-paksa, tanam benih macan atas nama berkah agar dpt ilmu laduni, berzinah, ngebat istri orang dsb.

Maka, pantas umat mempertanyakan nasab mereka; Karena mecemari nama suci Rasulullah SAW.","reply","1","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@ZianDomiino","KAN SLOGAN GOJEK - GRAB (CUSTOMER PUAS DRIVER LEMAS)😂😂","reply","1","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@pisanggoreng694","Ga cm LDII yg jahat bu. Duo ijo gojek & grab jg sama2 dzolimnya kpd driver bu. Sy ex driver dua2nya. Sy doakan semoga ibu segera mendapat pekerjaan lain yg halal yg jauuuh lebih baik penghasilannya dibanding jd ojol spy ibu tdk terus2an didzolimi aplikator. Aamiin Yaa Allah.","reply","1","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@Puput25juli88tiaraputrialamsya","Yg salah pemerintah sejak awal yg seperti itu dibiarkan berkembang. Islam di acak acak aturannya sama mereka. Ga jelas 😂😂😂😂","reply","1","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@KuncoroAja-e6v","​ @Puput25juli88tiaraputrialamsya 
PEMERINTAHAN RI 🇮🇩🇮🇩🇮🇩 tidak bersalah  ?  kenapa ANDA kok menyalahkan PEMERINTAHAN  ?  bukanlah negara kita ini adalah negara PANCASILA yang banyak beragam didalam AGAMA seperti
~ MUSLIM  💞💞💞 ISLAM
~ nasrani KRISTEN  ✝
~ nasrani KATHOLIK  ✝
~ HINDU dewa syiwa / dewa Krisna
~ BUDHA amitabha / dewi Quan im","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@DionEndy"," @Puput25juli88tiaraputrialamsya  jarah aja, nyerang rmh Sahroni bisa masa nyerang ajaran bgtu pada ga bs 😅😅 pada kemana masyarakat 😅","reply","0","0","8 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@Iara-i9r","Makanya jangan asal ngaji , liat juga cara berdakwahnya isi ceramahnya ,ngaji yg jelas jelas aja, ikutin apa yg d ajarkan Allah dan rasul","reply","1","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@WiroTejo","Ah.selalu.","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@Bryanli-n1e","😢","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@alexsoham6275","Ajaran sesat","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@DyahEkowati-eu1gj","Sabar mbak.suami saya juga  sampe kena suspend gara gara wong ldii","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@NaflahBaziiqoh","Hanya cari dosa saja.","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@wiyonowiyono6350","jangan terlalu komen yg ujung2 fitnah LdII gak segitu kejinya kalau cuman katanya2.","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@wiyonowiyono6350","itu fitnah yg.keji .","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@teguhwiyono6330","Sy pernah tuh sholat di Tebet habis sholat tempatnya di pel...mungkin ini LDII juga","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@IslamtiniSukadi","Bawa motor sendiri / beli mobil sendiri , hidup selali kok ribet banget , menyusah kan diri sendiri
.LDII buat ojol sendiri ajaaah😅😅😅😅😅","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@ajijokam6360","Tai nie konten","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@Cleeon","GO-JEK juga kurang ajar disini, biar Kami laporkan ke pak Immanuel Ebenezer juga nanti","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@dewitrinuryani6651","Ya Allah kasihan drivernya.... Smg kantor ojolnya memahami","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@suhermanherman1534","LDII SESAT DONG YA","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@erwinsuherman3619","Semua itu karena ajaran yg menyesatkan ngajinya doktrin melulu, Quran hadits hanya sebagai alat ( tameng )","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@yudaniarandi7631","Sabaaaarrrrr","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@Cvorinz","😂😂😂😂... Niat banget ya fitnahnya...","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@lillahitaalainsyaallahamii1777","Sbnrnya mrk itu orang orang baik aslinya cuma kadang masih ada yg terlalu berlebihan ttg kesucian","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@lillahitaalainsyaallahamii1777","Sbrnya juga aslinya mrk gak boleh boncengan lawan jenis alias bukan mahrom dosa haram krna akan bersentuhan selain mahrom","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@sakitgame5437","Ya gitulah LDII 😁😁🤭🤭","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@rsuhartoo1597","Kita doakan semoga dapat hidayah dari Allah SWT..Aamiin ya robb","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@MuhamadRaffa-z7w","Klau begitu.makqn nya apa y....kan kalau sayuran beras dan lainnya itu pernah di pegang /kena tangan orang lain...itu gimana.y.....? Klau ajaran sprti itu mungkin harus tinggal di hutan....?","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@pmankepet1760","Mang maennya/ngojeknya didaerah LDII??mending oindah Ka,ngider drpd dpet dicancle trs","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@iwansupriyanto7705","Pindah lokasi dr wilayah yg banyak LDII nya mpok","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@revinamumtadz2144","​ @iwansupriyanto7705  udah. Saat itu...langsung mode pesawat ..dan pindah lokasi.","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@heroesmagic604","Lain kali kalau orang LDII ngorder ojek lagi, bilang aja saya orang LDII juga, dia gak tau ini, speak sok tau aja","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@DSA_VLOG93","Maklumin ajah bang customer itu selalu benar Dimata aplikator 😂","reply","0","0","8 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@jayceehart3714","LDII itu Islam yg gimana ya? Kemarin ada ustad berteriak TikTok itu harom. Terus gimana dong?  Harusnya semua media massa juga harom termasuk YouTube, televisi dll pak ustad","reply","0","0","8 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@revinamumtadz2144","​ @jayceehart3714  Saya bukan ustad. Saya hanya ojol. Saya juga gak tau LDII itu agama macam apa. Saya gak tau menau. Tanya saja pada yg komen (yg mantan LDII) atau tanya Ai..di WA.","reply","0","0","8 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@revinamumtadz2144","​ @jayceehart3714  7:34 itu jawabannya....","reply","0","0","8 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@widadiaja4935","Pernah saya dpt penumpang, bercadar gamis full sampai ke tanah, awalnya dah ngeri2 jg.. Eh ternyata pas naik sempat pegang pundak.. 😂😂","reply","0","0","8 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@arafahchannel.4456","Aamiin aamiin aamiin yaa Robbal 'aalamiin.","reply","1","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@irmamaryamirma9694","Aamiin","reply","1","0","8 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@Gunawan.D","Aamiin","reply","1","0","8 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@Pasimandwi","Aku sholat biasa aja kok d masjid nya 
Bingung kenapa coment kayak gitu 
Y","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@anakanak888","sok nyesat nyesatkan orang emang jalan mu udah benar?","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@kinjelah7016","Tapi teman saya LDII biasa aja sih.. malah bergaul jg sama yg nonis jg biasa aja.. mungkin LDII jaman dulu kali yah","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@nginepmurah4639","Alhamdulillaah sy pas ikut talim di kalangan persis/persatuan islam jelas ada kitab nya yg di bahas bulugul Marom,hadist Qudsi,Aqidah islam dll dibahas dipraktekin cara2wudu mnurut Rosulullaah jelaaas sampe jng ada yg tdk disentuh bg anggota wudu itu...","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@BungaRayya-v9d","Aamiin","reply","0","0","8 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@ekobudiawan5538","AMIN YA ALLAH","reply","0","0","8 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@elraja555","Santrinya harus patuh....apapun yang di minta harus dikasihkan...sikap tawadu'...apapunnnnn akan dikasihkan😮","reply","0","0","8 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@Ammar24-d","Ajaran sesat LDII","reply","0","0","2 weeks ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@Daniwara-m1e","Komunitas LDII menajiskan orang di luar komunitasnya","reply","8","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@jokosusilo3137","😂😂😂 Taqiyah taklik buta","reply","3","0","9 months ago (edited)","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@RioReifan3","Ojek pangkalan aje,banyak bacot,tp msh dikerjain jg,,klu gak mulung,,","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@awifirda1373","iya emang gojek ny kadang begitu,","reply","3","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@kangmazemystical3302","Nah ini baru bener....","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@Cleeon","Maklum, belum kaya","reply","0","0","9 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@KHOIRUL60","""Dengan kembali bertobat kepada-Nya dan bertakwalah kepada-Nya serta dirikanlah salat dan janganlah kamu termasuk orang-orang yang mempersekutukan Allah(31), ""Yaitu orang-orang yang memecah belah agama mereka dan mereka menjadi beberapa golongan. Tiap-tiap golongan merasa bangga dengan apa yang ada pada golongan mereka""(QS Ar Rum : 31-32)","reply","0","0","4 months ago","false","false","IDA ROYANI : ""GUE BANGGA LDII""...KENAPA TAKUT ? #shortsfeed #shortsvideo #short #idaroyani","https://www.youtube.com/shorts/sokJ7MwP_q4"
"@KHOIRUL60","Mustahil, sudah pasti karena imam.","reply","0","0","4 months ago","false","false","IDA ROYANI : ""GUE BANGGA LDII""...KENAPA TAKUT ? #shortsfeed #shortsvideo #short #idaroyani","https://www.youtube.com/shorts/sokJ7MwP_q4"
"@andryyusuf3353","Mending jalan kaki saja bu kalau kemana mana ....tuh","reply","0","0","8 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@sunartoatmaja9055","​ @andryyusuf3353 jalan kaki juga kayanya dilap atau dipel bang jalannya 🤣","reply","0","0","8 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@karsonotemon1896","Aturan orang2 sesat, gak bakal  ada yg mau","reply","0","0","8 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@sriuntari7187","Sabar pk. 
Tu orang gila. Tinggalin. Bg","reply","0","0","8 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@tasigus2823","LDII punya kitab sendiri, aturan sendiri ada nabinya berasal dari jawa timur.","reply","0","0","8 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@sitinaimah76","Suruh naik motor sendiri sajaaa","reply","0","0","8 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@sitinaimah76","Suruh naik motor sendiri sajaaa","reply","0","0","8 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@Ninaherlina-h9f","Bang jgn nenjelekkan Faham aga ma org..ur us aja amalan sendiri mas...!!","reply","0","0","8 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@Madirga","Dah tinggalin bang😅😅😅 orang aneh 😂😂","reply","0","0","8 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@kwangja1340","Masalahnya itu orang ini udah termasuk OCD. Kebersihan di rumah dan diri sendiri ga masalah, tp bersosial ikutin apa yg ada, jgn mempersulit orang lain.","reply","0","0","8 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
"@ricksontambunan2508","Kalau ada kebenaran dalam Islam, tidak akan banyak orang yang gila karena ajaran ini","reply","0","0","8 months ago","false","false","Ngeri.. Ajaran LDII Seperti ini ?","https://www.youtube.com/watch?v=_b0zHWh7-cE"
